CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
712948383,0,48,0,4,2,1,2,1,36,1,6,1,34516.0,0,34516.0,0.72,7396,100,0.562,0.0
712187808,0,27,0,0,5,1,1,0,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0
714939708,0,45,0,3,2,2,3,0,36,6,1,3,12810.0,0,12810.0,1.363,3174,74,1.114,0.0
710084883,0,34,0,2,0,1,3,0,22,4,2,4,1631.0,0,1631.0,1.893,2962,57,1.111,0.0
789154833,0,56,0,3,3,2,3,0,44,5,2,0,19030.0,912,18118.0,0.894,4137,72,0.532,0.048
720983733,1,44,0,3,6,2,2,0,36,2,3,3,15422.0,864,14558.0,0.578,2136,54,0.8,0.056
710080383,0,38,1,2,2,2,1,0,36,6,2,3,2331.0,1709,622.0,0.851,4417,69,0.816,0.733
718767183,0,45,1,4,4,3,4,0,36,6,3,1,2192.0,1464,728.0,0.66,4905,89,0.978,0.668
793461933,0,37,0,3,3,2,3,0,31,4,2,4,5699.0,1006,4693.0,0.734,2835,57,0.9,0.177
720248208,0,47,0,3,4,0,2,0,37,6,3,0,5731.0,1577,4154.0,0.657,1554,26,0.444,0.275
771464808,0,35,1,2,2,2,4,0,23,6,3,3,2317.0,1301,1016.0,0.925,4161,71,1.219,0.562
779662308,0,49,1,2,6,1,4,0,32,3,1,3,1438.3,710,728.3,0.683,3808,80,0.569,0.494
711816108,1,40,0,3,3,2,3,0,29,2,2,4,18563.0,0,18563.0,0.729,2395,45,0.552,0.0
799723908,0,46,0,3,3,1,3,0,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074
716909283,0,60,0,1,4,2,3,0,48,3,1,3,30655.0,0,30655.0,0.475,3280,78,0.625,0.0
770952933,0,53,1,1,6,1,4,0,40,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813
789842283,1,54,0,2,2,1,2,0,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0
780984408,0,65,1,0,6,0,4,0,50,3,3,3,7487.0,1953,5534.0,0.891,4070,63,0.658,0.261
718774533,0,48,0,1,0,1,2,0,44,2,3,1,15355.0,1823,13532.0,0.809,15053,111,1.018,0.119
718183833,0,30,1,1,2,2,4,0,18,4,2,1,1438.3,0,1438.3,0.6,4322,68,0.619,0.0
772837083,0,41,0,3,2,1,0,0,32,2,3,1,27169.0,0,27169.0,0.781,3906,87,0.977,0.0
789280683,0,56,0,2,2,2,0,0,45,2,2,3,11714.0,898,10816.0,0.726,13956,122,0.718,0.077
713956308,0,65,1,0,2,1,4,0,49,4,2,2,3297.0,2297,1000.0,0.744,1894,56,0.556,0.697
715957233,0,53,0,3,0,2,2,0,36,5,1,1,19940.0,2018,17922.0,0.42,4694,75,0.786,0.101
708525108,0,54,1,2,2,1,5,0,47,4,3,3,2156.0,1134,1022.0,0.669,4120,77,0.711,0.526
719269308,0,49,1,2,2,3,4,0,36,3,1,3,3252.0,2517,735.0,0.878,7418,90,0.579,0.774
708480333,0,65,0,0,6,2,1,0,36,5,2,3,2163.0,932,1231.0,1.127,2229,57,0.839,0.431
713929533,1,36,1,3,0,1,4,0,36,2,2,2,1707.0,0,1707.0,0.319,2060,52,0.529,0.0
717822108,0,60,1,0,5,2,4,0,48,3,2,3,3302.0,2517,785.0,0.785,4613,85,0.932,0.762
711441333,0,43,1,1,3,0,4,3,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15
717042333,1,53,1,2,0,1,4,0,44,3,3,3,1473.0,0,1473.0,0.92,2836,48,0.6,0.0
718682883,0,41,0,2,6,2,3,0,34,3,3,1,19110.0,2449,16661.0,1.0,4478,76,0.727,0.128
709192233,1,50,1,2,6,1,5,0,39,3,2,1,1773.0,0,1773.0,0.228,1764,30,0.111,0.0
711315783,0,53,0,3,2,1,1,0,43,6,4,2,7451.0,683,6768.0,0.924,2165,49,0.96,0.092
721532583,1,45,0,4,2,1,3,0,36,5,3,4,12250.0,2165,10085.0,0.641,1995,39,0.696,0.177
718514283,0,46,0,4,3,2,1,0,36,5,2,2,1438.3,794,644.3,0.807,3895,67,0.558,0.552
720504633,1,46,0,2,5,3,2,0,32,6,2,3,3254.0,0,3254.0,0.733,967,24,1.182,0.0
708360108,0,50,0,1,0,2,1,0,41,3,1,1,2800.0,1338,1462.0,0.818,4869,90,0.8,0.478
718712583,0,44,0,2,5,1,3,0,33,3,1,1,34496.0,1665,32831.0,0.883,8092,80,0.667,0.048
719338383,0,34,0,2,3,1,0,0,21,3,3,3,6259.0,1063,5196.0,0.668,1836,50,0.515,0.17
717093858,0,49,1,2,0,1,4,0,36,4,3,3,2154.0,1490,664.0,0.727,3664,63,0.853,0.692
720357483,0,46,1,1,0,1,4,0,23,5,2,1,1723.0,1010,713.0,0.704,4112,82,0.864,0.586
788862333,0,38,1,3,5,1,4,0,23,6,2,2,5645.0,0,5645.0,1.05,1527,32,0.455,0.0
719917233,1,49,0,3,4,1,3,0,36,3,3,2,13382.0,1159,12223.0,0.404,1828,45,0.5,0.087
789261558,0,58,0,1,3,1,2,0,47,3,1,4,2212.0,1392,820.0,0.573,1387,34,0.7,0.629
751422258,0,45,1,4,2,1,4,0,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0
717192933,0,55,0,0,2,1,0,0,42,3,2,1,8302.0,2517,5785.0,0.661,1576,34,0.789,0.303
771872733,0,38,0,0,6,1,2,0,26,5,2,1,3809.0,1521,2288.0,0.692,4666,69,0.865,0.399
712732908,0,36,0,4,2,1,3,0,36,5,3,1,2262.0,1450,812.0,0.735,4116,84,0.787,0.641
708948483,1,54,0,3,2,1,3,3,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022
815472108,0,42,0,3,3,2,1,0,37,3,3,3,2247.0,1045,1202.0,0.952,1300,31,0.55,0.465
779435883,0,37,0,3,3,3,3,0,19,1,2,2,2273.0,0,2273.0,0.828,7899,79,0.646,0.0
708273858,0,40,0,3,2,0,0,0,30,3,2,1,34516.0,0,34516.0,0.643,3734,80,0.86,0.0
719046558,0,39,0,2,2,1,2,0,36,6,3,3,1982.0,1751,231.0,0.843,4313,62,0.676,0.883
714373308,0,53,1,1,2,2,4,0,46,6,4,4,2266.0,0,2266.0,0.565,3634,66,0.65,0.0
710411358,1,39,1,4,0,1,1,0,28,4,2,4,7596.0,2199,5397.0,0.633,2164,45,0.5,0.289
789523683,0,51,1,2,2,2,1,0,43,3,1,3,2180.0,1865,315.0,0.748,4348,77,0.51,0.856
794579658,0,47,0,3,3,1,3,0,32,3,2,2,23424.0,2517,20907.0,0.762,3537,73,0.738,0.107
780688383,0,35,0,1,2,3,3,0,24,4,2,3,21114.0,0,21114.0,0.697,3534,56,1.0,0.0
719728383,0,38,1,4,2,1,5,0,28,4,1,2,6861.0,1598,5263.0,2.103,2228,39,0.95,0.233
717862308,0,45,1,2,0,0,1,0,27,6,3,2,2901.0,2384,517.0,0.717,3835,78,0.592,0.822
720812433,0,54,0,2,0,1,0,0,46,6,1,2,28465.0,0,28465.0,0.696,1693,37,1.056,0.0
804610908,0,49,1,2,1,1,4,0,44,4,3,0,3397.0,1962,1435.0,0.483,3295,66,0.61,0.578
720989133,0,41,1,2,0,1,4,0,36,2,1,2,1654.0,1093,561.0,0.65,4596,82,0.822,0.661
771499233,0,46,1,4,3,1,4,0,34,6,1,3,5387.0,1133,4254.0,0.652,4374,76,0.49,0.21
714757908,0,46,0,4,2,1,0,3,36,4,1,3,34516.0,1380,33136.0,0.66,2163,56,0.4,0.04
778873608,0,44,0,4,5,1,3,3,25,3,1,1,34516.0,1984,32532.0,0.734,14335,116,0.758,0.057
713971608,0,49,0,4,5,1,4,0,39,6,1,4,7232.0,1830,5402.0,1.002,4337,71,0.543,0.253
716721483,1,59,0,0,5,2,1,0,52,1,2,2,14458.0,2017,12441.0,0.99,8696,72,0.895,0.14
710405808,0,48,0,2,2,0,4,0,36,1,3,2,3442.0,1229,2213.0,0.81,14618,100,0.724,0.357
817240833,0,51,1,2,2,2,4,0,36,4,3,1,4970.0,1591,3379.0,0.738,5023,78,0.733,0.32
771411408,1,50,0,1,4,3,3,0,38,2,3,4,2673.0,0,2673.0,1.043,4929,54,0.459,0.0
771354633,0,58,0,1,0,2,3,0,45,5,3,4,1854.0,1480,374.0,0.853,3292,73,0.921,0.798
819160158,0,42,0,3,5,1,1,0,37,2,3,3,4960.0,1724,3236.0,0.879,8218,88,0.913,0.348
719981508,1,37,0,2,5,2,5,0,24,2,2,3,1649.0,0,1649.0,0.864,2574,51,0.7,0.0
713637783,0,44,1,3,2,1,5,0,31,5,2,0,24936.0,2053,22883.0,0.716,1810,38,0.727,0.082
785011383,1,36,1,0,5,0,1,0,30,1,3,4,2190.0,0,2190.0,0.908,1412,38,0.583,0.0
789358908,1,53,1,3,0,1,4,0,43,3,2,2,3573.0,0,3573.0,0.842,2562,36,0.44,0.0
719358333,0,36,0,4,5,1,1,0,28,3,1,4,2157.0,574,1583.0,0.825,1663,33,0.32,0.266
787849833,0,49,0,2,3,1,3,0,40,4,2,0,13490.0,1672,11818.0,0.799,4205,75,0.415,0.124
802276683,0,56,0,3,2,1,3,0,50,3,3,3,8022.0,1372,6650.0,0.896,1794,31,1.385,0.171
711575058,0,36,0,3,6,1,2,0,36,4,2,2,2956.0,2411,545.0,0.971,1896,31,0.824,0.816
708316008,1,59,1,1,2,2,5,0,36,3,2,3,10031.0,0,10031.0,0.238,1792,29,0.074,0.0
716093133,0,38,1,2,5,2,1,0,31,5,2,2,12228.0,2137,10091.0,0.553,3831,68,0.511,0.175
720914358,0,46,1,3,2,1,4,0,36,3,2,3,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302
718672233,0,48,1,1,2,2,5,0,38,3,2,2,23007.0,1239,21768.0,0.713,3395,63,0.465,0.054
715778358,0,45,0,5,2,1,0,0,26,6,3,2,34516.0,797,33719.0,1.133,3643,59,1.034,0.023
758382183,0,50,1,3,2,3,4,0,43,2,3,3,4249.0,789,3460.0,0.925,8186,93,0.722,0.186
747885858,0,39,1,2,2,2,4,0,31,5,3,3,8325.0,2048,6277.0,0.92,14571,91,0.655,0.246
717105258,0,37,1,1,2,1,4,0,36,3,3,3,3992.0,1289,2703.0,1.008,2181,32,0.6,0.323
719169783,0,52,1,2,5,1,4,0,43,3,3,3,6897.0,640,6257.0,1.052,2781,57,0.839,0.093
715974783,0,53,0,1,2,1,3,0,40,4,3,3,4186.0,0,4186.0,0.888,4590,69,0.816,0.0
720415833,0,47,0,2,3,1,2,0,32,3,5,2,3842.0,1563,2279.0,0.781,14751,107,0.726,0.407
779450958,0,43,1,4,2,1,4,0,25,5,3,2,2772.0,1782,990.0,0.718,4739,88,0.796,0.643
789161358,0,30,1,0,2,1,4,0,19,3,1,4,3213.0,2517,696.0,1.275,2666,46,1.0,0.783
715445883,0,40,1,2,2,1,5,0,29,5,2,2,18862.0,2105,16757.0,0.832,4449,86,0.686,0.112
714894708,1,53,0,1,5,3,0,0,45,4,4,2,23958.0,2517,21441.0,0.702,2777,45,0.552,0.105
712246983,0,50,0,4,3,1,3,0,43,2,2,5,16748.0,2413,14335.0,0.769,15338,121,0.635,0.144
718174908,0,53,1,3,5,1,4,0,36,4,3,2,4224.0,2417,1807.0,0.522,1458,29,1.071,0.572
712407783,0,39,1,1,2,2,4,0,28,5,3,3,1809.0,1181,628.0,0.656,4452,83,0.596,0.653
719470458,1,46,0,3,0,2,3,0,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06
771730758,0,51,1,1,3,2,5,0,39,4,3,2,5448.0,0,5448.0,1.011,4443,75,1.083,0.0
713108433,0,53,0,3,0,1,3,0,40,4,4,4,6052.0,1720,4332.0,0.683,1476,37,0.423,0.284
715448058,0,42,1,1,0,1,4,0,36,6,4,1,3050.0,1824,1226.0,0.771,1973,50,1.381,0.598
779425608,0,50,1,1,6,2,5,0,32,6,1,4,5916.0,983,4933.0,0.761,3752,75,0.974,0.166
812979408,1,39,1,0,6,1,1,3,34,3,0,3,15142.0,0,15142.0,0.761,2458,41,0.577,0.0
709015833,0,42,0,2,2,2,2,3,36,3,3,2,34516.0,0,34516.0,0.774,12920,132,0.737,0.0
718425333,0,45,0,4,2,1,3,0,32,1,1,3,26819.0,1657,25162.0,0.816,14450,111,0.762,0.062
788802483,0,47,1,3,5,3,4,0,29,2,2,3,2814.0,1595,1219.0,0.658,4766,87,0.582,0.567
712129158,0,63,0,0,5,2,2,0,36,2,3,1,7997.0,1096,6901.0,0.716,7747,104,0.651,0.137
713309583,0,55,1,2,0,1,4,0,36,6,3,4,2967.0,2129,838.0,1.075,2177,59,0.788,0.718
716483358,0,44,0,3,2,2,1,0,29,5,1,4,6125.0,1329,4796.0,0.646,5481,68,0.7,0.217
788673708,1,57,1,2,3,1,1,0,45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,0.0
714188883,1,46,1,5,1,2,4,0,37,3,2,2,1787.0,0,1787.0,0.654,2345,36,0.286,0.0
713075283,0,51,0,3,3,2,0,0,36,5,1,4,20741.0,2504,18237.0,0.8,1818,51,1.04,0.121
712503408,0,57,0,2,2,1,3,0,40,6,3,4,17925.0,1909,16016.0,0.712,17498,111,0.82,0.106
717125958,0,49,1,3,6,1,4,0,38,6,5,1,2652.0,1581,1071.0,0.738,4747,80,0.778,0.596
719112258,0,42,0,4,0,3,2,0,35,3,3,3,2516.0,1360,1156.0,1.193,4692,79,0.681,0.541
711251133,0,37,0,0,4,2,3,0,27,5,2,3,15326.0,0,15326.0,1.159,2990,55,0.964,0.0
709668408,0,56,1,1,2,3,1,0,36,5,4,1,5204.0,0,5204.0,1.008,5285,82,0.864,0.0
798546408,0,61,1,1,0,2,4,0,55,2,3,2,8283.0,1444,6839.0,0.698,7553,104,0.529,0.174
711419133,0,56,0,4,2,2,4,0,36,3,2,3,3057.0,1077,1980.0,0.934,4449,77,0.878,0.352
712562433,1,48,1,2,6,1,4,0,30,3,3,3,4204.0,0,4204.0,0.703,2316,43,0.536,0.0
809809008,0,47,1,5,2,1,4,0,42,5,1,2,3111.0,1541,1570.0,0.656,4570,68,0.511,0.495
710934033,0,26,0,0,3,2,4,0,13,6,1,4,1775.0,1162,613.0,0.93,2169,43,0.536,0.655
784827108,0,39,1,1,3,2,4,0,33,6,3,2,2292.0,1839,453.0,0.675,4043,72,0.674,0.802
779670783,0,40,0,3,6,2,3,0,23,6,2,2,12559.0,0,12559.0,0.715,4700,71,0.511,0.0
708154833,1,39,1,2,2,2,4,0,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564
718629858,0,42,1,2,5,1,5,0,32,5,5,3,4708.0,0,4708.0,0.718,4597,89,0.679,0.0
810586833,0,38,1,3,2,0,5,0,33,6,2,3,29638.0,857,28781.0,0.481,3429,78,0.696,0.029
708900408,0,52,1,1,2,0,5,0,35,3,2,4,13169.0,1499,11670.0,0.603,4370,83,0.537,0.114
780197133,0,40,0,4,2,2,2,0,30,4,1,1,13919.0,1266,12653.0,0.438,3699,67,0.523,0.091
709261383,0,56,1,3,2,1,1,0,36,2,3,2,1872.0,661,1211.0,0.756,4970,81,0.929,0.353
718093233,0,55,1,2,4,1,4,0,45,3,3,3,2163.0,0,2163.0,0.816,1349,47,0.88,0.0
778627983,0,40,1,3,2,1,5,0,20,3,1,3,1829.0,1140,689.0,0.325,1610,49,0.4,0.623
711190233,0,34,0,3,2,1,1,0,36,3,2,1,4549.0,990,3559.0,0.745,13804,123,0.732,0.218
712241433,0,38,1,0,3,2,4,0,30,4,2,1,1438.3,1003,435.3,0.629,4247,84,0.714,0.697
715406658,1,47,1,1,6,2,4,0,37,4,2,1,2173.0,596,1577.0,0.81,2738,45,0.406,0.274
713265858,0,44,0,3,2,1,0,0,32,4,2,2,34516.0,1344,33172.0,0.523,4795,92,0.673,0.039
818248383,0,33,0,2,1,1,2,0,28,3,3,3,4049.0,0,4049.0,0.898,1742,35,1.5,0.0
778860783,1,57,0,2,6,0,0,0,38,1,2,4,24379.0,1116,23263.0,0.62,2836,41,0.281,0.046
708535158,0,39,0,2,4,3,3,0,29,1,1,3,9959.0,1501,8458.0,0.822,8505,86,0.536,0.151
708174708,0,38,0,4,2,1,1,0,27,6,2,4,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231
713539833,0,48,1,4,3,2,1,0,38,6,1,3,8135.0,0,8135.0,1.373,1716,29,0.812,0.0
813261408,0,52,1,1,5,1,1,0,47,6,3,3,2151.0,1338,813.0,0.926,3446,58,1.0,0.622
716319258,0,43,0,4,5,2,0,0,36,1,1,3,34516.0,1742,32774.0,0.661,7360,82,0.745,0.05
718354683,0,59,1,0,2,2,1,3,45,6,3,3,21358.0,1225,20133.0,0.681,3646,77,0.75,0.057
794637333,0,44,1,2,2,0,4,3,25,2,2,2,13138.0,0,13138.0,0.546,3881,77,0.791,0.0
709224858,0,53,0,2,4,1,3,0,36,5,1,2,3610.0,1629,1981.0,0.821,1652,40,0.481,0.451
778747608,0,65,1,1,6,2,5,0,46,3,3,2,1438.3,0,1438.3,0.907,4022,61,0.649,0.0
715052583,0,45,0,3,1,2,2,3,34,3,3,1,27494.0,879,26615.0,0.671,14375,112,0.672,0.032
721290708,0,50,0,1,5,2,2,0,30,1,3,2,14217.0,1816,12401.0,0.978,15554,99,0.678,0.128
781117533,0,50,0,1,6,1,0,0,36,6,3,2,20968.0,0,20968.0,0.64,2823,61,0.794,0.0
753327333,0,41,0,3,6,1,3,0,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095
715745508,0,51,1,4,2,2,5,0,34,3,1,2,11221.0,1279,9942.0,1.116,1564,45,1.647,0.114
771197433,0,54,1,1,2,1,4,0,41,3,2,4,4658.0,588,4070.0,0.856,1351,30,1.5,0.126
772695033,1,47,0,5,3,2,3,0,37,3,4,4,18800.0,2517,16283.0,0.482,1575,23,0.211,0.134
718611333,0,55,0,3,4,1,3,0,36,6,1,0,6400.0,1979,4421.0,0.696,4475,91,0.685,0.309
721305408,0,48,1,2,2,1,4,0,37,4,2,1,3378.0,0,3378.0,0.58,4761,81,0.884,0.0
713401758,0,45,0,2,5,1,0,0,36,6,2,3,3383.0,1458,1925.0,0.678,4897,75,0.562,0.431
709566408,1,40,1,2,2,2,4,0,30,5,3,6,4458.0,0,4458.0,0.935,9640,70,0.707,0.0
775112958,0,51,0,1,6,1,2,0,45,2,3,3,11548.0,0,11548.0,0.611,7781,72,0.895,0.0
714848958,1,47,1,2,2,2,4,1,37,6,2,1,15109.0,897,14212.0,0.494,2315,43,0.303,0.059
709742958,0,45,0,5,3,1,2,0,37,3,1,3,15626.0,1148,14478.0,1.028,3386,65,0.711,0.073
779018508,0,45,0,4,5,2,3,0,35,2,2,2,11318.0,2082,9236.0,0.733,7179,93,0.632,0.184
716147658,0,49,1,2,5,2,5,0,40,2,3,1,2464.0,1601,863.0,0.649,4739,86,0.792,0.65
783381933,0,43,0,4,5,1,2,0,37,4,1,3,3482.0,1942,1540.0,0.926,3512,63,0.853,0.558
708082083,0,45,1,3,3,1,4,0,36,4,3,3,3544.0,1661,1883.0,0.831,15149,111,0.734,0.469
716452083,0,56,1,4,6,1,4,0,46,5,3,2,4271.0,1150,3121.0,1.064,2052,50,0.724,0.269
720152058,0,42,1,1,1,2,4,0,35,5,1,3,2725.0,2444,281.0,0.959,4965,85,0.809,0.897
710232483,0,49,1,1,5,1,5,0,36,2,3,2,19846.0,2162,17684.0,0.602,16908,122,0.694,0.109
721144383,0,42,0,4,2,1,2,3,28,5,1,2,28202.0,843,27359.0,0.637,1629,38,0.727,0.03
714510483,0,44,0,3,2,2,3,1,36,2,3,3,34516.0,2517,31999.0,0.703,7640,87,0.582,0.073
708653958,1,38,0,3,0,1,2,0,36,5,2,2,6114.0,1461,4653.0,0.772,2608,36,0.385,0.239
708848208,0,52,0,3,5,2,3,0,40,6,3,2,34516.0,1757,32759.0,0.786,4223,81,0.653,0.051
708185208,0,27,0,0,2,2,1,0,16,4,1,2,3178.0,1118,2060.0,0.643,2010,31,0.55,0.352
779848383,1,37,1,3,2,2,4,0,21,4,2,2,1784.0,577,1207.0,0.542,2348,47,0.516,0.323
719343633,0,48,0,3,3,3,4,0,38,4,3,3,8892.0,889,8003.0,0.67,4900,89,0.745,0.1
710292333,1,44,1,3,3,1,5,0,36,3,3,4,7772.0,0,7772.0,0.896,2618,52,0.576,0.0
710463408,0,47,0,3,6,1,3,0,36,3,2,3,9683.0,1116,8567.0,0.721,15627,104,0.825,0.115
813338733,0,47,1,3,6,2,5,0,42,3,2,2,5884.0,1382,4502.0,0.91,4477,82,0.745,0.235
713693958,0,38,1,1,5,2,4,0,27,6,3,4,8638.0,0,8638.0,0.489,1295,29,0.381,0.0
719420883,1,56,1,4,2,3,4,0,44,5,3,3,1677.0,0,1677.0,0.835,2477,45,0.324,0.0
828236133,0,49,0,2,2,1,1,0,45,4,2,0,10541.0,1387,9154.0,0.72,4269,92,0.614,0.132
714466458,0,49,1,2,3,1,5,0,35,4,3,2,2532.0,2124,408.0,0.715,3400,76,0.727,0.839
767958933,0,40,0,4,0,1,1,3,34,3,2,1,15471.0,1291,14180.0,0.651,3993,77,0.674,0.083
812501358,0,46,1,4,4,0,4,0,41,4,1,1,1752.0,611,1141.0,0.465,4864,76,0.462,0.349
716456808,0,36,1,2,3,2,4,0,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156
710713608,0,60,0,0,5,2,3,0,36,6,3,2,24528.0,2396,22132.0,0.81,4070,67,0.718,0.098
715026258,0,50,0,1,2,1,2,3,37,1,1,1,6224.0,777,5447.0,0.743,13503,112,0.623,0.125
779974758,0,51,0,2,0,2,0,0,40,6,3,3,8706.0,868,7838.0,0.991,3203,54,0.929,0.1
713924283,1,61,0,0,2,2,2,0,54,2,1,4,11859.0,1644,10215.0,0.866,8930,79,0.837,0.139
720424608,0,56,1,1,6,1,5,0,36,6,3,2,24073.0,1084,22989.0,0.847,1341,37,1.176,0.045
787605558,0,48,1,3,2,0,4,0,31,6,2,2,9816.0,0,9816.0,0.673,3489,81,0.528,0.0
714970458,0,39,1,2,3,1,1,0,29,6,1,1,9173.0,2047,7126.0,1.419,1807,33,0.737,0.223
710721858,1,46,1,3,6,1,1,0,37,2,3,4,5542.0,0,5542.0,0.808,8246,59,0.639,0.0
713490483,0,61,0,0,5,2,3,0,48,6,2,2,21740.0,0,21740.0,0.676,1755,54,0.543,0.0
784994883,0,26,1,0,6,1,4,0,20,2,2,2,2516.0,2378,138.0,1.033,4746,75,0.875,0.945
817889583,1,61,1,0,2,2,1,0,56,3,3,4,9721.0,0,9721.0,0.826,2260,46,1.0,0.0
816843933,0,39,0,2,3,1,3,0,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175
779187783,0,50,0,2,6,2,3,0,38,2,3,1,24533.0,1813,22720.0,0.745,8436,77,0.878,0.074
769578858,0,40,0,2,2,1,1,3,33,4,3,1,18737.0,0,18737.0,0.797,4010,76,0.767,0.0
713768358,0,45,0,4,2,2,1,0,35,3,2,2,7935.0,888,7047.0,0.779,15380,122,0.694,0.112
789656358,0,49,1,5,2,1,1,0,35,5,2,1,11115.0,1292,9823.0,0.797,3956,74,0.609,0.116
720935658,0,57,1,4,4,2,4,0,45,2,2,3,3059.0,1744,1315.0,0.614,7709,89,0.561,0.57
710267583,0,45,1,3,1,0,5,0,33,6,3,2,12587.0,815,11772.0,0.576,3914,83,0.766,0.065
794665608,0,48,1,3,2,2,1,0,33,4,2,3,5724.0,582,5142.0,0.817,4510,59,0.903,0.102
721238508,0,38,1,3,3,2,4,0,26,3,3,3,1939.0,1484,455.0,0.576,4790,77,0.75,0.765
708684108,1,46,1,4,2,1,1,0,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348
716924958,1,65,1,2,2,2,4,0,56,3,0,3,6812.0,1926,4886.0,0.735,2288,48,0.778,0.283
720553158,0,39,1,1,2,2,4,0,31,5,2,1,3390.0,2222,1168.0,0.768,5001,82,0.822,0.655
719305608,1,57,1,3,3,2,4,0,36,4,3,3,2347.0,1900,447.0,0.845,2447,47,0.621,0.81
784880958,0,34,1,4,2,2,1,0,28,2,3,1,4022.0,1680,2342.0,0.579,3776,84,0.826,0.418
754968033,0,40,1,4,3,1,4,0,33,4,5,3,1762.0,1224,538.0,0.815,4899,87,0.812,0.695
798699033,0,52,1,2,2,2,5,0,46,3,3,3,8961.0,1382,7579.0,0.797,4408,80,0.778,0.154
804601833,0,44,0,2,3,3,2,3,39,1,2,3,34516.0,1601,32915.0,0.686,7491,86,0.72,0.046
790149483,0,42,0,3,5,2,1,0,35,2,3,3,8566.0,1484,7082.0,0.807,4195,89,0.854,0.173
720807183,0,55,0,2,2,2,3,0,36,3,2,1,15026.0,916,14110.0,0.721,3281,63,0.8,0.061
712423233,0,44,0,3,3,0,2,0,36,4,3,1,22919.0,1368,21551.0,0.942,3752,71,0.919,0.06
713041683,1,55,0,2,2,1,0,0,36,3,2,4,4697.0,0,4697.0,0.544,1867,34,0.478,0.0
773667708,1,50,0,1,2,0,2,0,44,3,4,3,7050.0,1008,6042.0,0.639,2176,39,0.56,0.143
718329183,0,57,1,3,2,0,1,0,47,1,3,2,4262.0,2517,1745.0,0.682,3943,75,0.744,0.591
720593583,0,39,1,2,1,0,4,0,32,1,2,2,3554.0,747,2807.0,0.621,5152,90,0.765,0.21
713634108,0,45,1,3,2,2,5,0,36,1,2,2,4348.0,1830,2518.0,1.036,4293,66,0.692,0.421
708255633,0,36,0,1,2,2,3,0,27,3,2,4,3761.0,1710,2051.0,0.627,3240,65,0.585,0.455
717495258,0,34,0,3,5,1,3,0,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1
716460933,0,51,0,2,6,1,0,0,42,4,1,4,10306.0,1427,8879.0,0.709,1456,44,0.294,0.138
803113383,1,55,1,1,5,2,4,0,49,3,4,3,3292.0,0,3292.0,0.482,2222,54,0.636,0.0
719773158,0,42,0,3,2,1,3,0,36,1,3,0,29738.0,2370,27368.0,0.806,14270,97,0.902,0.08
756013833,0,57,0,3,1,1,3,0,50,3,2,3,4522.0,1861,2661.0,0.957,1806,38,0.727,0.412
715596783,0,29,1,1,5,1,4,0,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605
783561558,0,57,0,4,4,1,0,0,51,4,2,3,16952.0,0,16952.0,0.709,1918,61,0.649,0.0
708662583,1,41,0,3,6,1,2,3,29,1,3,4,27945.0,0,27945.0,0.902,8345,70,1.059,0.0
719874633,1,44,0,1,3,3,3,1,36,2,2,3,34516.0,0,34516.0,0.596,1891,34,0.214,0.0
712920633,0,49,1,2,6,1,1,0,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0
794571108,1,39,0,2,2,0,1,3,23,5,2,3,17894.0,304,17590.0,0.965,4691,63,0.465,0.017
720075558,0,50,0,4,0,1,0,0,36,6,1,4,7084.0,0,7084.0,0.889,3838,66,0.737,0.0
717135333,0,50,1,1,2,2,5,0,36,3,2,2,17970.0,1390,16580.0,0.724,13204,97,0.796,0.077
711600033,0,40,1,3,0,2,4,3,36,2,1,0,10729.0,0,10729.0,0.68,14364,108,0.636,0.0
712457208,1,58,0,1,2,2,3,0,36,6,3,4,22718.0,0,22718.0,0.747,8100,77,0.833,0.0
